PERFECT VAULT SOLUTION (full mode)
Unordered trait combos in plane: 9434
Total physical copies: 2890
Preferred 3x3 copies: 1620
Gap-fill 1x1 copies: 1270
Distinct weapon models: 558
Unsolved: 0

Each entry is one physical vault gun.
Preferred: roll the listed perks in trait column 2 and column 3 (up to 3 each = 3x3).
Gap-fill: roll exactly that one combo (1x1).
Combinations are unordered: A+B is the same as B+A globally.

========================================================================
SUMMARY BY WEAPON (copies needed)
========================================================================
x 24  [fallback ]  The Enigma  (24 combos covered)
x 23  [fallback ]  Heritage  (23 combos covered)
x 23  [fallback ]  Succession  (23 combos covered)
x 23  [fallback ]  Tyranny of Heaven  (23 combos covered)
x 22  [fallback ]  Commemoration  (22 combos covered)
x 22  [fallback ]  Posterity  (22 combos covered)
x 21  [fallback ]  Techeun Force  (21 combos covered)
x 20  [fallback ]  Accrued Redemption  (20 combos covered)
x 20  [fallback ]  Prophet of Doom  (20 combos covered)
x 19  [fallback ]  Neoptolemus II  (19 combos covered)
x 19  [fallback ]  Transfiguration  (19 combos covered)
x 18  [fallback ]  Chattering Bone  (18 combos covered)
x 18  [fallback ]  Nation of Beasts  (18 combos covered)
x 18  [fallback ]  The Supremacy  (18 combos covered)
x 17  [fallback ]  Come to Pass  (17 combos covered)
x 16  [preferred]  Strident Whistle  (52 combos covered)
x 16  [fallback ]  Adverse Possession IX  (16 combos covered)
x 16  [fallback ]  Apex Predator  (16 combos covered)
x 16  [fallback ]  Omniscient Eye  (16 combos covered)
x 16  [fallback ]  Pro Memoria  (16 combos covered)
x 16  [fallback ]  Trustee  (16 combos covered)
x 16  [fallback ]  Zealot's Reward  (16 combos covered)
x 15  [preferred]  Blowout  (48 combos covered)
x 15  [fallback ]  Age-Old Bond  (15 combos covered)
x 15  [fallback ]  Reckless Oracle  (15 combos covered)
x 13  [preferred]  Retrofuturist  (49 combos covered)
x 13  [preferred]  Joxer's Longsword  (42 combos covered)
x 13  [preferred]  Breakneck  (40 combos covered)
x 13  [fallback ]  Bequest  (13 combos covered)
x 13  [fallback ]  Controlling Vision  (13 combos covered)
x 13  [fallback ]  Crux Termination IV  (13 combos covered)
x 13  [fallback ]  Suspectum-4fr  (13 combos covered)
x 12  [preferred]  Midha's Reckoning (Harrowed)  (35 combos covered)
x 12  [fallback ]  Ancient Gospel  (12 combos covered)
x 12  [fallback ]  Arsenic Bite-4b  (12 combos covered)
x 11  [preferred]  Non-Denouement (Adept)  (34 combos covered)
x 11  [fallback ]  Fel Taradiddle  (11 combos covered)
x 11  [fallback ]  Likely Suspect  (11 combos covered)
x 10  [preferred]  Lubrae's Ruin (Adept)  (47 combos covered)
x 10  [preferred]  Corrective Measure (Timelost)  (41 combos covered)
x 10  [preferred]  Laser Painter  (39 combos covered)
x 10  [preferred]  Critical Anomaly (Adept)  (38 combos covered)
x 10  [preferred]  Wicked Sister  (34 combos covered)
x 10  [fallback ]  Combined Action  (10 combos covered)
x 10  [fallback ]  Cruoris FR4  (10 combos covered)
x 10  [fallback ]  Father's Sins  (10 combos covered)
x 10  [fallback ]  Forensic Nightmare  (10 combos covered)
x 10  [fallback ]  Ignition Code  (10 combos covered)
x 10  [fallback ]  Judgment of Kelgorath  (10 combos covered)
x 10  [fallback ]  Lethophobia  (10 combos covered)
x 10  [fallback ]  Nezarec's Whisper  (10 combos covered)
x 10  [fallback ]  Sacred Provenance  (10 combos covered)
x 10  [fallback ]  Scalar Potential  (10 combos covered)
x 10  [fallback ]  Scatter Signal  (10 combos covered)
x 10  [fallback ]  Swarm of the Raven  (10 combos covered)
x 10  [fallback ]  The Eremite  (10 combos covered)
x  3  [preferred]  Hardline Cut  (15 combos covered)
x  3  [preferred]  Luna's Howl  (15 combos covered)
x  3  [preferred]  Mercurial Overreach  (15 combos covered)
x  3  [preferred]  Mos Athanor IV  (15 combos covered)
x  3  [preferred]  Nameless Midnight  (15 combos covered)
x  3  [preferred]  Qua Nilus II  (15 combos covered)
x  3  [preferred]  Red Tape  (15 combos covered)
x  3  [preferred]  Spare Rations  (15 combos covered)
x  3  [preferred]  Temptation's Hook  (15 combos covered)
x  3  [preferred]  The Scholar  (15 combos covered)
x  3  [preferred]  Tomorrow's Answer  (15 combos covered)
x  3  [preferred]  Trachinus  (15 combos covered)
x  3  [preferred]  Yesterday's Question  (15 combos covered)
x  3  [preferred]  Cruel Mercy  (14 combos covered)
x  3  [preferred]  D.F.A.  (14 combos covered)
x  3  [preferred]  Igneous Hammer  (14 combos covered)
x  3  [preferred]  Mercury-A  (14 combos covered)
x  3  [preferred]  Out of Bounds  (14 combos covered)
x  3  [preferred]  Outrageous Fortune  (14 combos covered)
x  3  [preferred]  Sola's Scar  (14 combos covered)
x  3  [preferred]  Syncopation-53  (14 combos covered)
x  3  [preferred]  Chroma Rush  (13 combos covered)
x  3  [preferred]  Frozen Orbit  (13 combos covered)
x  3  [preferred]  Horror's Least  (13 combos covered)
x  3  [preferred]  Loaded Question  (13 combos covered)
x  3  [preferred]  Pressurized Precision  (13 combos covered)
x  3  [preferred]  Warden's Law  (13 combos covered)
x  3  [preferred]  Gizmo Weft  (12 combos covered)
x  3  [preferred]  Gridskipper  (12 combos covered)
x  3  [preferred]  MIDA Macro-Tool  (12 combos covered)
x  3  [preferred]  Redrix's Estoc  (12 combos covered)
x  3  [preferred]  The Recluse  (12 combos covered)
x  3  [preferred]  Brass Attacks  (11 combos covered)
x  3  [preferred]  Peacebond  (11 combos covered)
x  3  [preferred]  Stars in Shadow  (11 combos covered)
x  3  [fallback ]  Beloved  (3 combos covered)
x  3  [fallback ]  Disparity  (3 combos covered)
x  3  [fallback ]  IKELOS_HC_v1.0.3  (3 combos covered)
x  3  [fallback ]  Jian 7 Rifle  (3 combos covered)
x  3  [fallback ]  Just in Case  (3 combos covered)
x  3  [fallback ]  Lost Signal  (3 combos covered)
x  3  [fallback ]  Negative Space  (3 combos covered)
x  3  [fallback ]  Psi Hermetic V  (3 combos covered)
x  3  [fallback ]  Razor's Edge  (3 combos covered)
x  3  [fallback ]  Recurrent Impact  (3 combos covered)
x  3  [fallback ]  Senuna SI6  (3 combos covered)
x  3  [fallback ]  Snorri FR5  (3 combos covered)
x  3  [fallback ]  Staccato-46  (3 combos covered)
x  3  [fallback ]  The Guiding Sight  (3 combos covered)
x  3  [fallback ]  The Number  (3 combos covered)
x  3  [fallback ]  Thoughtless  (3 combos covered)
x  3  [fallback ]  Until Its Return  (3 combos covered)
x  3  [fallback ]  Whispering Slab  (3 combos covered)
x  2  [preferred]  Compass Rose  (16 combos covered)
x  2  [preferred]  Death Adder  (16 combos covered)
x  2  [preferred]  Festival Flight  (15 combos covered)
x  2  [preferred]  Insurmountable  (14 combos covered)
x  2  [preferred]  Last Perdition  (14 combos covered)
x  2  [preferred]  Scintillation  (14 combos covered)
x  2  [preferred]  Survivor's Epitaph  (14 combos covered)
x  2  [preferred]  The Hothead  (14 combos covered)
x  2  [preferred]  Claws of the Wolf  (13 combos covered)
x  2  [preferred]  Ouster Engine  (13 combos covered)
x  2  [preferred]  The Last Dance  (13 combos covered)
x  2  [preferred]  Bite of the Fox  (12 combos covered)
x  2  [preferred]  Crimil's Dagger  (12 combos covered)
x  2  [preferred]  Evening SI4  (12 combos covered)
x  2  [preferred]  Hawthorne's Field-Forged Shotgun  (12 combos covered)
x  2  [preferred]  Lionfish-4fr  (12 combos covered)
x  2  [preferred]  Trust  (12 combos covered)
x  2  [preferred]  Admetus-D  (11 combos covered)
x  2  [preferred]  Half-Truths  (11 combos covered)
x  2  [preferred]  Heliocentric QSc  (11 combos covered)
x  2  [preferred]  Imperial Decree  (11 combos covered)
x  2  [preferred]  Lethal Abundance  (11 combos covered)
x  2  [preferred]  Lonesome  (11 combos covered)
x  2  [preferred]  The Helmsman  (11 combos covered)
x  2  [preferred]  Stay Frosty  (10 combos covered)
x  2  [preferred]  Synanceia  (10 combos covered)
x  2  [preferred]  Throne-Cleaver  (10 combos covered)
x  2  [preferred]  Better Devils  (9 combos covered)
x  2  [preferred]  Night Watch  (7 combos covered)
x  2  [preferred]  Perfect Paradox  (7 combos covered)
x  2  [preferred]  Service Revolver  (5 combos covered)
x  2  [fallback ]  Boondoggle Mk. 55  (2 combos covered)
x  2  [fallback ]  Boudica-C  (2 combos covered)
x  2  [fallback ]  Code Duello  (2 combos covered)
x  2  [fallback ]  Enigma's Draw  (2 combos covered)
x  2  [fallback ]  False Promises  (2 combos covered)
x  2  [fallback ]  Forge's Pledge  (2 combos covered)
x  2  [fallback ]  Hoosegow  (2 combos covered)
x  2  [fallback ]  Irukandji  (2 combos covered)
x  2  [fallback ]  Memory Interdict  (2 combos covered)
x  2  [fallback ]  Path of Least Resistance  (2 combos covered)
x  2  [fallback ]  Perpetualis  (2 combos covered)
x  2  [fallback ]  Perses-D  (2 combos covered)
x  2  [fallback ]  Persuader  (2 combos covered)
x  2  [fallback ]  Piece of Mind  (2 combos covered)
x  2  [fallback ]  Retrofit Escapade  (2 combos covered)
x  2  [fallback ]  Sweet Sorrow  (2 combos covered)
x  2  [fallback ]  Typhon GL5  (2 combos covered)
x  1  [preferred]  Wishbringer  (9 combos covered)
x  1  [preferred]  Goldtusk  (6 combos covered)
x  1  [preferred]  The Wizened Rebuke  (5 combos covered)
x  1  [preferred]  Steel Sybil Z-14  (2 combos covered)
x  1  [fallback ]  Blast Battue  (1 combos covered)
x  1  [preferred]  Buzzard  (1 combos covered)
x  1  [fallback ]  Corsair's Wrath  (1 combos covered)
x  1  [fallback ]  Escape Velocity  (1 combos covered)
x  1  [fallback ]  Eternity's Edge  (1 combos covered)
x  1  [fallback ]  Fugue-55  (1 combos covered)
x  1  [fallback ]  Funnelweb  (1 combos covered)
x  1  [fallback ]  Gallu RR3  (1 combos covered)
x  1  [fallback ]  Geodetic HSm  (1 combos covered)
x  1  [preferred]  Hush  (1 combos covered)
x  1  [fallback ]  Interference VI  (1 combos covered)
x  1  [fallback ]  Jararaca-3sr  (1 combos covered)
x  1  [fallback ]  Krait  (1 combos covered)
x  1  [fallback ]  Nature of the Beast  (1 combos covered)
x  1  [fallback ]  Nature Reclaimed  (1 combos covered)
x  1  [fallback ]  Old Sterling  (1 combos covered)
x  1  [fallback ]  Quickfang  (1 combos covered)
x  1  [fallback ]  Revoker  (1 combos covered)
x  1  [preferred]  Rose  (1 combos covered)
x  1  [fallback ]  Shepherd's Watch  (1 combos covered)
x  1  [fallback ]  Stochastic Variable  (1 combos covered)
x  1  [fallback ]  Threaded Needle  (1 combos covered)
x  1  [fallback ]  Yarovit MG4  (1 combos covered)

========================================================================
FULL COPY-BY-COPY ROLL PLAN
========================================================================
#   1  [preferred/3x3]  Keraunios
       Perk 1 (col2): Fourth Time's the Charm, Overflow, Rapid Hit
       Perk 2 (col3): Butterfly, Chain Reaction, Detonator Beam
       Combos covered by this copy: 9

#   2  [preferred/3x3]  A Good Shout
       Perk 1 (col2): Bolt Scavenger, Built to Blast, Envious Arsenal
       Perk 2 (col3): Box Breathing, Butterfly, Demoralize
       Combos covered by this copy: 9

#   3  [preferred/3x3]  Smite of Merain (Harrowed)
       Perk 1 (col2): Ancillary Ordinance, Bewildering Burst, Demolitionist
       Perk 2 (col3): Adhesive Ordnance, Adrenaline Junkie, All-Star
       Combos covered by this copy: 9

#   4  [preferred/3x3]  Reghusk's Pledge
       Perk 1 (col2): Built to Blast, Demoralize, Destabilizing Rounds
       Perk 2 (col3): Attrition Orbs, Golden Tricorn, Golden Tricorn Enhanced
       Combos covered by this copy: 9

#   5  [preferred/3x3]  Finite Impactor
       Perk 1 (col2): Elemental Capacitor, Enlightened Action, Fragile Focus
       Perk 2 (col3): Burning Ambition, Heating Up, Iron Reach
       Combos covered by this copy: 9

#   6  [preferred/3x3]  Duty Bound
       Perk 1 (col2): Compulsive Reloader, Perpetual Motion, Stats for All
       Perk 2 (col3): Dynamic Sway Reduction, Fourth Time's the Charm, Frenzy
       Combos covered by this copy: 9

#   7  [preferred/3x3]  Tinasha's Mastery
       Perk 1 (col2): Air Trigger, Deconstruct, Enlightened Action
       Perk 2 (col3): Adagio, Bait and Switch, Chill Clip
       Combos covered by this copy: 9

#   8  [preferred/3x3]  Swordbreaker (Adept)
       Perk 1 (col2): Demolitionist, Elemental Capacitor, Fragile Focus
       Perk 2 (col3): Aggregate Charge, Barrel Constrictor, Chaos Reshaped
       Combos covered by this copy: 9

#   9  [preferred/3x3]  Submission (Adept)
       Perk 1 (col2): Closing Time, Encore, Kinetic Tremors
       Perk 2 (col3): Bait and Switch, Chaos Reshaped, Demolitionist
       Combos covered by this copy: 9

#  10  [preferred/3x3]  Stryker's Sure-Hand
       Perk 1 (col2): Assassin's Blade, Duelist's Trance, Rampage
       Perk 2 (col3): Binary Orbit, Destabilizing Rounds, Flash Counter
       Combos covered by this copy: 9

#  11  [preferred/3x3]  Song of Ir Yût (Adept)
       Perk 1 (col2): Demolitionist, Feeding Frenzy, Jolting Feedback
       Perk 2 (col3): Bait and Switch, Cascade Point, Elemental Capacitor
       Combos covered by this copy: 9

#  12  [preferred/3x3]  Deliverance (Adept)
       Perk 1 (col2): Compulsive Reloader, Cornered, Crystalline Corpsebloom
       Perk 2 (col3): Chain Reaction, Chill Clip, Controlled Burst
       Combos covered by this copy: 9

#  13  [preferred/3x3]  VS Chill Inhibitor
       Perk 1 (col2): Attrition Orbs, Cascade Point, Chill Clip
       Perk 2 (col3): Chain Reaction, Elemental Honing, Explosive Light
       Combos covered by this copy: 9

#  14  [preferred/3x3]  Multimach CCX
       Perk 1 (col2): Attrition Orbs, Dynamic Sway Reduction, Iron Gaze
       Perk 2 (col3): Frenzy, Iron Reach, Kill Clip
       Combos covered by this copy: 9

#  15  [preferred/3x3]  Midha's Reckoning (Harrowed)
       Perk 1 (col2): Backup Plan, Cornered, Field Prep
       Perk 2 (col3): Closing Time, Gear Shift, Golden Tricorn
       Combos covered by this copy: 9

#  16  [preferred/3x3]  Tempered Dynamo
       Perk 1 (col2): Impromptu Ammunition, Kickstart, Opening Shot
       Perk 2 (col3): Discord, Jolting Feedback, Kill Clip
       Combos covered by this copy: 9

#  17  [preferred/3x3]  Chain of Command
       Perk 1 (col2): Headstone, Osmosis, Overflow
       Perk 2 (col3): Adaptive Munitions, Desperate Measures, Focused Fury
       Combos covered by this copy: 9

#  18  [preferred/3x3]  Bite of the Fox
       Perk 1 (col2): Firmly Planted, Hip-Fire Grip, Rapid Hit
       Perk 2 (col3): Ambitious Assassin, Explosive Payload, Field Prep
       Combos covered by this copy: 9

#  19  [preferred/3x3]  Auric Disabler
       Perk 1 (col2): Dragonfly, Gutshot Straight, Hatchling
       Perk 2 (col3): Desperate Measures, Onslaught, Sword Logic
       Combos covered by this copy: 9

#  20  [preferred/3x3]  Action Item
       Perk 1 (col2): Deconstruct, Demolitionist, Dynamic Sway Reduction
       Perk 2 (col3): Binary Orbit, Crystalline Corpsebloom, Detonator Beam
       Combos covered by this copy: 9

#  21  [preferred/3x3]  Whatchamacallit
       Perk 1 (col2): Collective Pugilism, Enlightened Action, Headseeker
       Perk 2 (col3): Dragonfly, Gear Shift, Jolting Feedback
       Combos covered by this copy: 9

#  22  [preferred/3x3]  Wastelander M5
       Perk 1 (col2): Air Assault, Dual Loader, Ensemble
       Perk 2 (col3): Adagio, Fragile Focus, Harmony
       Combos covered by this copy: 9

#  23  [preferred/3x3]  Vision of Confluence (Timelost)
       Perk 1 (col2): Butterfly, Demolitionist, Heal Clip
       Perk 2 (col3): Burning Ambition, Desperate Measures, Elemental Honing
       Combos covered by this copy: 9

#  24  [preferred/3x3]  Drang
       Perk 1 (col2): Collective Pugilism, Discord, Disruption Break
       Perk 2 (col3): Aggregate Charge, Binary Orbit, Eye of the Storm
       Combos covered by this copy: 9

#  25  [preferred/3x3]  Found Verdict (Timelost)
       Perk 1 (col2): Aggregate Charge, Barrel Constrictor, Pugilist
       Perk 2 (col3): Desperate Measures, Elemental Honing, Gear Shift
       Combos covered by this copy: 9

#  26  [preferred/3x3]  Ulterior Observation
       Perk 1 (col2): Built to Blast, Envious Arsenal, Feeding Frenzy
       Perk 2 (col3): Adagio, Dragonfly, Dynamic Sway Reduction
       Combos covered by this copy: 9

#  27  [preferred/3x3]  Prolonged Engagement
       Perk 1 (col2): Eye of the Storm, Fourth Time's the Charm, Grave Robber
       Perk 2 (col3): Encore, Gutshot Straight, Headstone
       Combos covered by this copy: 9

#  28  [preferred/3x3]  The Time-Worn Spire
       Perk 1 (col2): Feeding Frenzy, Moving Target, Quickdraw
       Perk 2 (col3): Iron Gaze, Iron Grip, Iron Reach
       Combos covered by this copy: 9

#  29  [preferred/3x3]  The Scholar
       Perk 1 (col2): Full Auto Trigger System, Opening Shot, Pulse Monitor
       Perk 2 (col3): Celerity, Elemental Capacitor, No Distractions
       Combos covered by this copy: 9

#  30  [preferred/3x3]  Embraced Identity
       Perk 1 (col2): Destabilizing Rounds, Empty Traits Socket, Permeability
       Perk 2 (col3): Box Breathing, Empty Traits Socket, Fourth Time's the Charm
       Combos covered by this copy: 9

#  31  [preferred/3x3]  The Martlet
       Perk 1 (col2): Firefly, Headseeker, Keep Away
       Perk 2 (col3): Desperado, Desperate Measures, Destabilizing Rounds
       Combos covered by this copy: 9

#  32  [preferred/3x3]  Strident Whistle
       Perk 1 (col2): Archer's Tempo, Killing Wind, Moving Target
       Perk 2 (col3): Adrenaline Junkie, Cornered, Dragonfly
       Combos covered by this copy: 9

#  33  [preferred/3x3]  Steelfeather Repeater
       Perk 1 (col2): Firmly Planted, Grave Robber, Proximity Power
       Perk 2 (col3): Ancillary Ordinance, Multikill Clip, Surrounded
       Combos covered by this copy: 9

#  34  [preferred/3x3]  Lubrae's Ruin (Adept)
       Perk 1 (col2): Close to Melee, Frenzy, Immovable Object
       Perk 2 (col3): Bait and Switch, Chaos Reshaped, Incandescent
       Combos covered by this copy: 9

#  35  [preferred/3x3]  Semiotician
       Perk 1 (col2): Field Prep, Impulse Amplifier, Keep Away
       Perk 2 (col3): Bipod, Danger Zone, Explosive Light
       Combos covered by this copy: 9

#  36  [preferred/3x3]  Royal Entry
       Perk 1 (col2): Auto-Loading Holster, Field Prep, Genesis
       Perk 2 (col3): Ambitious Assassin, Chain Reaction, Clown Cartridge
       Combos covered by this copy: 9

#  37  [preferred/3x3]  Forbearance (Adept)
       Perk 1 (col2): Ambitious Assassin, Rolling Storm, Sleight of Hand
       Perk 2 (col3): Gear Shift, Golden Tricorn, Golden Tricorn Enhanced
       Combos covered by this copy: 9

#  38  [preferred/3x3]  Crowning Duologue
       Perk 1 (col2): Grave Robber, Hatchling, Reconstruction
       Perk 2 (col3): Cluster Bomb, Deconstruct, Envious Assassin
       Combos covered by this copy: 9

#  39  [preferred/3x3]  Blowout
       Perk 1 (col2): Danger Zone, Sympathetic Arsenal, Thresh
       Perk 2 (col3): Cluster Bomb, Disruption Break, Lasting Impression
       Combos covered by this copy: 9

#  40  [preferred/3x3]  Bellowing Giant
       Perk 1 (col2): Air Trigger, Impromptu Ammunition, Lasting Impression
       Perk 2 (col3): Aggregate Charge, Bipod, Clown Cartridge
       Combos covered by this copy: 9

#  41  [preferred/3x3]  Albedo Wing
       Perk 1 (col2): Beacon Rounds, Clown Cartridge, Immovable Object
       Perk 2 (col3): Attrition Orbs, Close to Melee, Demolitionist
       Combos covered by this copy: 9

#  42  [preferred/3x3]  Forthcoming Deviance (Adept)
       Perk 1 (col2): Dimensional Shift, Disruption Break, Grave Robber
       Perk 2 (col3): Chain Reaction, Collective Action, Collective Demolition
       Combos covered by this copy: 9

#  43  [preferred/3x3]  Indebted Kindness
       Perk 1 (col2): Air Trigger, Danger Zone, Deconstruct
       Perk 2 (col3): Chain Reaction, Gear Shift, Rolling Storm
       Combos covered by this copy: 9

#  44  [preferred/3x3]  Folded Root
       Perk 1 (col2): Ambitious Assassin, Cluster Bomb, Lead From Light
       Perk 2 (col3): Destabilizing Rounds, Frenzy, Multikill Clip
       Combos covered by this copy: 9

#  45  [preferred/3x3]  Positive Outlook
       Perk 1 (col2): Invisible Hand, Perfect Float, Perpetual Motion
       Perk 2 (col3): Adaptive Munitions, Cascade Point, Dragonfly
       Combos covered by this copy: 9

#  46  [preferred/3x3]  Nox Sidereal IV
       Perk 1 (col2): Clown Cartridge, Proximity Power, Shot Swap
       Perk 2 (col3): Discord, Master of Arms, Reservoir Burst
       Combos covered by this copy: 9

#  47  [preferred/3x3]  Bad Omens
       Perk 1 (col2): Auto-Loading Holster, Bipod, Light Touch
       Perk 2 (col3): Bait and Switch, Elemental Honing, Explosive Light
       Combos covered by this copy: 9

#  48  [preferred/3x3]  Volta Bracket
       Perk 1 (col2): Ambitious Assassin, Keep Away, Lucky Shot
       Perk 2 (col3): Eye of the Storm, Firing Line, Mega Kill Clip
       Combos covered by this copy: 9

#  49  [preferred/3x3]  Sightline Survey
       Perk 1 (col2): Air Trigger, Enlightened Action, Fragile Focus
       Perk 2 (col3): Encore, Kill Clip, Opening Shot
       Combos covered by this copy: 9

#  50  [preferred/3x3]  Ribbontail
       Perk 1 (col2): Envious Arsenal, Subsistence, Threat Detector
       Perk 2 (col3): Binary Orbit, Detonator Beam, Killing Tally
       Combos covered by this copy: 9

#  51  [preferred/3x3]  Micromort
       Perk 1 (col2): Clown Cartridge, Cluster Bomb, Lead From Light
       Perk 2 (col3): Bait and Switch, Paracausal Affinity, Rolling Storm
       Combos covered by this copy: 9

#  52  [preferred/3x3]  Retrofuturist
       Perk 1 (col2): Auto-Loading Holster, Dual Loader, Feeding Frenzy
       Perk 2 (col3): Barrel Constrictor, Deconstruct, Destabilizing Rounds
       Combos covered by this copy: 9

#  53  [preferred/3x3]  Qua Vinctus IV
       Perk 1 (col2): Built to Blast, Demolitionist, Hatchling
       Perk 2 (col3): Killing Tally, Lone Wolf, Meganeura
       Combos covered by this copy: 9

#  54  [preferred/3x3]  Python
       Perk 1 (col2): Dimensional Shift, Loose Change, Overflow
       Perk 2 (col3): Destabilizing Rounds, Harmony, One-Two Punch
       Combos covered by this copy: 9

#  55  [preferred/3x3]  The Heron
       Perk 1 (col2): Envious Assassin, Lead from Gold, Proximity Power
       Perk 2 (col3): Close to Melee, Redirection, Sword Logic
       Combos covered by this copy: 9

#  56  [preferred/3x3]  Pointed Inquiry
       Perk 1 (col2): Compulsive Reloader, Firmly Planted, Genesis
       Perk 2 (col3): Adaptive Munitions, Demolitionist, Demoralize
       Combos covered by this copy: 9

#  57  [preferred/3x3]  Cataclysmic (Adept)
       Perk 1 (col2): Burning Ambition, Dragonfly, Fourth Time's the Charm
       Perk 2 (col3): Aggregate Charge, Bait and Switch, Box Breathing
       Combos covered by this copy: 9

#  58  [preferred/3x3]  Patron of Lost Causes
       Perk 1 (col2): Field Prep, Grave Robber, Mulligan
       Perk 2 (col3): Opening Shot, Osmosis, Under Pressure
       Combos covered by this copy: 9

#  59  [preferred/3x3]  No Hesitation
       Perk 1 (col2): Burning Ambition, Ensemble, Physic
       Perk 2 (col3): Attrition Orbs, Circle of Life, Disruption Break
       Combos covered by this copy: 9

#  60  [preferred/3x3]  Live Fire
       Perk 1 (col2): Air Trigger, Heating Up, Perfect Float
       Perk 2 (col3): Headstone, No Distractions, Offhand Strike
       Combos covered by this copy: 9

#  61  [preferred/3x3]  Last Rite
       Perk 1 (col2): Dual Loader, Keep Away, Reconstruction
       Perk 2 (col3): Firefly, Focused Fury, Offhand Strike
       Combos covered by this copy: 9

#  62  [preferred/3x3]  Koraxis's Distress (Adept)
       Perk 1 (col2): Blast Distributor, Chain Reaction, Danger Zone
       Perk 2 (col3): Frenzy, Full Court, Harmony
       Combos covered by this copy: 9

#  63  [preferred/3x3]  Cry Mutiny
       Perk 1 (col2): Impulse Amplifier, Incandescent, Reverberation
       Perk 2 (col3): Mega Kill Clip, Swashbuckler, Vorpal Weapon
       Combos covered by this copy: 9

#  64  [preferred/3x3]  Rake Angle
       Perk 1 (col2): Overflow, Pugilist, Replenishing Aegis
       Perk 2 (col3): Chill Clip, Surrounded, Unstoppable Force
       Combos covered by this copy: 9

#  65  [preferred/3x3]  Pre Astyanax IV
       Perk 1 (col2): Firefly, Rapid Hit, Successful Warm-Up
       Perk 2 (col3): Binary Orbit, Burning Ambition, Elemental Honing
       Combos covered by this copy: 9

#  66  [preferred/3x3]  Trachinus
       Perk 1 (col2): Killing Wind, Lead from Gold, Proximity Power
       Perk 2 (col3): Chill Clip, Encore, Headstone
       Combos covered by this copy: 9

#  67  [preferred/3x3]  King Orfeo
       Perk 1 (col2): Explosive Head, Pugilist, Shoot to Loot
       Perk 2 (col3): Jolting Feedback, Meganeura, Precision Instrument
       Combos covered by this copy: 9

#  68  [preferred/3x3]  Exile's Curse
       Perk 1 (col2): Field Prep, Hip-Fire Grip, Killing Wind
       Perk 2 (col3): Backup Plan, Disruption Break, Feeding Frenzy
       Combos covered by this copy: 9

#  69  [preferred/3x3]  Ded Gramarye IV
       Perk 1 (col2): Discord, Eddy Current, Slickdraw
       Perk 2 (col3): Chain Reaction, Disruption Break, Golden Tricorn
       Combos covered by this copy: 9

#  70  [preferred/3x3]  Critical Anomaly (Adept)
       Perk 1 (col2): Built to Blast, Crystalline Corpsebloom, Opening Shot
       Perk 2 (col3): Bait and Switch, Chaos Reshaped, Explosive Payload
       Combos covered by this copy: 9

#  71  [preferred/3x3]  Corrective Measure (Timelost)
       Perk 1 (col2): Collective Demolition, Destabilizing Rounds, Dimensional Shift
       Perk 2 (col3): Butterfly, Demoralize, High-Impact Reserves
       Combos covered by this copy: 9

#  72  [preferred/3x3]  Boomslang-4fr
       Perk 1 (col2): Field Prep, Heating Up, Rolling Storm
       Perk 2 (col3): Jolting Feedback, Precision Instrument, Reservoir Burst
       Combos covered by this copy: 9

#  73  [preferred/3x3]  Bold Endings
       Perk 1 (col2): Air Trigger, Loose Change, Opening Shot
       Perk 2 (col3): Collective Action, Crystalline Corpsebloom, Demolitionist
       Combos covered by this copy: 9

#  74  [preferred/3x3]  Ascendancy
       Perk 1 (col2): Ambitious Assassin, Lead From Light, Slideways
       Perk 2 (col3): Incandescent, Lasting Impression, Reaper's Tithe
       Combos covered by this copy: 9

#  75  [preferred/3x3]  Afterlight (Adept)
       Perk 1 (col2): Discord, Grave Robber, Lead from Gold
       Perk 2 (col3): Adagio, Cornered, Reservoir Burst
       Combos covered by this copy: 9

#  76  [preferred/3x3]  Zephyr
       Perk 1 (col2): Duelist's Trance, Osmosis, Relentless Strikes
       Perk 2 (col3): Assassin's Blade, Chain Reaction, Cold Steel
       Combos covered by this copy: 9

#  77  [preferred/3x3]  Double-Edged Answer
       Perk 1 (col2): En Garde, Energy Transfer, Repulsor Brace
       Perk 2 (col3): Attrition Orbs, Collective Action, Counterattack
       Combos covered by this copy: 9

#  78  [preferred/3x3]  Chivalric Fire
       Perk 1 (col2): Collective Demolition, Relentless Strikes, Sharp Harvest
       Perk 2 (col3): Eager Edge, Energy Transfer, Flash Counter
       Combos covered by this copy: 9

#  79  [preferred/3x3]  Throne-Cleaver
       Perk 1 (col2): Relentless Strikes, Shattering Blade, Tireless Blade
       Perk 2 (col3): Counterattack, En Garde, Whirlwind Blade
       Combos covered by this copy: 9

#  80  [preferred/3x3]  Summum Bonum (Adept)
       Perk 1 (col2): Sharp Harvest, Strategist, Unrelenting
       Perk 2 (col3): Chaos Reshaped, Jolting Feedback, One for All
       Combos covered by this copy: 9

#  81  [preferred/3x3]  Wild Style
       Perk 1 (col2): Danger Zone, Envious Assassin, Keep Away
       Perk 2 (col3): Attrition Orbs, Incandescent, Permeability
       Combos covered by this copy: 9

