copy_index,weapon,role,type,damage_type,is_tiered,is_adept,is_vendor6,is_craftable,is_obtainable,col2_perks,col3_perks,combos_solved,best_pos,gfs,sample_combos,hash
62,Bellowing Giant,preferred,Rocket Launcher,Void,1,0,1,0,1,"Air Trigger, Ambitious Assassin, Lasting Impression","Aggregate Charge, Clown Cartridge, Collective Demolition",9,1,128,Aggregate Charge+Air Trigger | Aggregate Charge+Ambitious Assassin | Aggregate Charge+Lasting Impression | Air Trigger+Clown Cartridge | Air Trigger+Collective Demolition | Ambitious Assassin+Clown Cartridge | Ambitious Assassin+Collective Demolition | Clown Cartridge+Lasting Impression | Collective Demolition+Lasting Impression,1889005379
63,Rapid Growth,preferred,Sniper Rifle,Arc,1,0,0,0,1,"Lucky Shot, Supercharged Magazine, Trickle Charge","Aggregate Charge, Binary Orbit, Closing Time",8,1,177,Aggregate Charge+Lucky Shot | Aggregate Charge+Supercharged Magazine | Aggregate Charge+Trickle Charge | Binary Orbit+Lucky Shot | Binary Orbit+Supercharged Magazine | Binary Orbit+Trickle Charge | Closing Time+Lucky Shot | Closing Time+Trickle Charge,3856342856
64,Defiance of Yasmin (Harrowed),preferred,Sniper Rifle,Kinetic,0,1,0,1,0,"Osmosis, Shoot to Loot, Stopping Power","Aggregate Charge, Demolitionist, Firing Line",9,1,478,Aggregate Charge+Osmosis | Aggregate Charge+Shoot to Loot | Aggregate Charge+Stopping Power | Demolitionist+Osmosis | Demolitionist+Shoot to Loot | Demolitionist+Stopping Power | Firing Line+Osmosis | Firing Line+Shoot to Loot | Firing Line+Stopping Power,3503019618
65,Embraced Identity,preferred,Sniper Rifle,Void,1,0,0,1,1,"Attrition Orbs, Permeability, Vorpal Weapon","Aggregate Charge, Box Breathing, Elemental Capacitor",9,1,594,Aggregate Charge+Attrition Orbs | Aggregate Charge+Permeability | Aggregate Charge+Vorpal Weapon | Attrition Orbs+Box Breathing | Attrition Orbs+Elemental Capacitor | Box Breathing+Permeability | Box Breathing+Vorpal Weapon | Elemental Capacitor+Permeability | Elemental Capacitor+Vorpal Weapon,2821677368
66,Romantic Death,preferred,Grenade Launcher,Void,1,0,0,0,1,"Feeding Frenzy, Proximity Power, Threat Detector","Aggregate Charge, Chain Reaction, Impulse Amplifier",9,1,296,Aggregate Charge+Feeding Frenzy | Aggregate Charge+Proximity Power | Aggregate Charge+Threat Detector | Chain Reaction+Feeding Frenzy | Chain Reaction+Proximity Power | Chain Reaction+Threat Detector | Feeding Frenzy+Impulse Amplifier | Impulse Amplifier+Proximity Power | Impulse Amplifier+Threat Detector,2979965246
67,Cataclysmic (Adept),preferred,Linear Fusion Rifle,Solar,0,1,0,1,0,"Burning Ambition, Compulsive Reloader, Surplus","Aggregate Charge, Clown Cartridge, Turnabout",9,1,304,Aggregate Charge+Burning Ambition | Aggregate Charge+Compulsive Reloader | Aggregate Charge+Surplus | Burning Ambition+Clown Cartridge | Burning Ambition+Turnabout | Clown Cartridge+Compulsive Reloader | Clown Cartridge+Surplus | Compulsive Reloader+Turnabout | Surplus+Turnabout,2886339027
68,Hushed Whisper,preferred,Combat Bow,Strand,1,0,0,0,1,"Lead From Light, Lone Wolf, Tear","Aggregate Charge, Archer's Gambit, Collective Pugilism",8,1,182,Aggregate Charge+Lead From Light | Aggregate Charge+Lone Wolf | Aggregate Charge+Tear | Archer's Gambit+Lead From Light | Archer's Gambit+Lone Wolf | Archer's Gambit+Tear | Collective Pugilism+Lone Wolf | Collective Pugilism+Tear,3574168117
69,Rufus's Fury (Adept),preferred,Auto Rifle,Strand,0,1,0,1,0,"Keep Away, Moving Target, Thresh","Aggregate Charge, Chaos Reshaped, Paracausal Affinity",7,1,701,Aggregate Charge+Keep Away | Aggregate Charge+Thresh | Chaos Reshaped+Keep Away | Chaos Reshaped+Moving Target | Chaos Reshaped+Thresh | Keep Away+Paracausal Affinity | Moving Target+Paracausal Affinity,342514437
70,Found Verdict (Timelost),preferred,Shotgun,Arc,0,1,0,1,0,"Aggregate Charge, Barrel Constrictor, Threat Remover","Elemental Honing, Trench Barrel, Voltshot",7,1,369,Aggregate Charge+Trench Barrel | Aggregate Charge+Voltshot | Barrel Constrictor+Trench Barrel | Barrel Constrictor+Voltshot | Elemental Honing+Threat Remover | Threat Remover+Trench Barrel | Threat Remover+Voltshot,851296754
71,Dawn Far Off,preferred,Machine Gun,Solar,1,0,0,0,1,"Attrition Orbs, Burning Ambition, Triple Tap","Aggregate Charge, Killing Tally, Meganeura",7,1,184,Aggregate Charge+Triple Tap | Attrition Orbs+Killing Tally | Attrition Orbs+Meganeura | Burning Ambition+Killing Tally | Burning Ambition+Meganeura | Killing Tally+Triple Tap | Meganeura+Triple Tap,2770617440
72,Albruna-D,preferred,Sniper Rifle,Arc,0,0,1,0,1,"Air Assault, Explosive Payload, Wellspring","Cascade Point, Firing Line, High-Impact Reserves",9,1,1169,Air Assault+Cascade Point | Air Assault+Firing Line | Air Assault+High-Impact Reserves | Cascade Point+Explosive Payload | Cascade Point+Wellspring | Explosive Payload+Firing Line | Explosive Payload+High-Impact Reserves | Firing Line+Wellspring | High-Impact Reserves+Wellspring,676270382
73,Prolonged Engagement,preferred,Submachine Gun,Stasis,1,0,1,0,1,"Air Assault, Dynamic Sway Reduction, Fourth Time's the Charm","Encore, Headstone, Target Lock",9,1,1028,Air Assault+Encore | Air Assault+Headstone | Air Assault+Target Lock | Dynamic Sway Reduction+Encore | Dynamic Sway Reduction+Headstone | Dynamic Sway Reduction+Target Lock | Encore+Fourth Time's the Charm | Fourth Time's the Charm+Headstone | Fourth Time's the Charm+Target Lock,2349907931
74,The Hero's Burden,preferred,Submachine Gun,Void,1,0,0,0,1,"Air Assault, Fragile Focus, Well-Rounded","Iron Grip, Iron Reach, Kill Clip",9,1,199,Air Assault+Iron Grip | Air Assault+Iron Reach | Air Assault+Kill Clip | Fragile Focus+Iron Grip | Fragile Focus+Iron Reach | Fragile Focus+Kill Clip | Iron Grip+Well-Rounded | Iron Reach+Well-Rounded | Kill Clip+Well-Rounded,2488587246
75,Albruna-D,preferred,Sniper Rifle,Arc,0,0,1,0,1,"Air Assault, Clown Cartridge, Explosive Payload","Slickdraw, Snapshot Sights, Under-Over",8,1,1169,Air Assault+Slickdraw | Air Assault+Snapshot Sights | Air Assault+Under-Over | Clown Cartridge+Slickdraw | Clown Cartridge+Snapshot Sights | Clown Cartridge+Under-Over | Explosive Payload+Slickdraw | Explosive Payload+Under-Over,676270382
76,Indebted Kindness,preferred,Sidearm,Arc,1,0,0,0,1,"Air Trigger, Beacon Rounds, Trickle Charge","Attrition Orbs, Gear Shift, Rolling Storm",9,1,134,Air Trigger+Attrition Orbs | Air Trigger+Gear Shift | Air Trigger+Rolling Storm | Attrition Orbs+Beacon Rounds | Attrition Orbs+Trickle Charge | Beacon Rounds+Gear Shift | Beacon Rounds+Rolling Storm | Gear Shift+Trickle Charge | Rolling Storm+Trickle Charge,2554513694
77,Ouster Engine,preferred,Grenade Launcher,Stasis,1,0,1,0,1,"Air Trigger, Auto-Loading Holster, Rimestealer","Chaos Reshaped, Crystalline Corpsebloom, Vorpal Weapon",8,1,271,Air Trigger+Chaos Reshaped | Air Trigger+Crystalline Corpsebloom | Air Trigger+Vorpal Weapon | Auto-Loading Holster+Chaos Reshaped | Auto-Loading Holster+Crystalline Corpsebloom | Chaos Reshaped+Rimestealer | Crystalline Corpsebloom+Rimestealer | Rimestealer+Vorpal Weapon,3718184802
78,Bold Endings,preferred,Hand Cannon,Stasis,1,0,0,1,1,"Air Trigger, Attrition Orbs, Loose Change","Demolitionist, Dragonfly, Golden Tricorn",8,1,799,Air Trigger+Demolitionist | Air Trigger+Dragonfly | Air Trigger+Golden Tricorn | Attrition Orbs+Dragonfly | Attrition Orbs+Golden Tricorn | Demolitionist+Loose Change | Dragonfly+Loose Change | Golden Tricorn+Loose Change,496728945
79,Arcane Embrace,preferred,Shotgun,Arc,1,0,0,0,1,"Air Trigger, Dual Loader, Grave Robber","Desperado, Precision Instrument, Voltshot",9,1,362,Air Trigger+Desperado | Air Trigger+Precision Instrument | Air Trigger+Voltshot | Desperado+Dual Loader | Desperado+Grave Robber | Dual Loader+Precision Instrument | Dual Loader+Voltshot | Grave Robber+Precision Instrument | Grave Robber+Voltshot,3649985571
80,Gizmo Weft,preferred,Grenade Launcher,Strand,1,0,0,0,1,"Air Trigger, Blast Distributor, Slideshot","Chain Reaction, Elemental Honing, Hatchling",9,1,198,Air Trigger+Chain Reaction | Air Trigger+Elemental Honing | Air Trigger+Hatchling | Blast Distributor+Chain Reaction | Blast Distributor+Elemental Honing | Blast Distributor+Hatchling | Chain Reaction+Slideshot | Elemental Honing+Slideshot | Hatchling+Slideshot,4069880346
81,Sightline Survey,preferred,Hand Cannon,Arc,1,0,0,1,1,"Air Trigger, Enlightened Action, Fragile Focus","Encore, Kill Clip, Voltshot",5,1,517,Air Trigger+Encore | Air Trigger+Kill Clip | Encore+Enlightened Action | Enlightened Action+Voltshot | Fragile Focus+Voltshot,2350330520
82,Crowning Duologue,preferred,Rocket Launcher,Strand,1,0,0,0,1,"Air Trigger, Grave Robber, Hatchling","Bipod, Envious Assassin, Reverberation",9,1,245,Air Trigger+Bipod | Air Trigger+Envious Assassin | Air Trigger+Reverberation | Bipod+Grave Robber | Bipod+Hatchling | Envious Assassin+Grave Robber | Envious Assassin+Hatchling | Grave Robber+Reverberation | Hatchling+Reverberation,4106757302
83,Bold Endings,preferred,Hand Cannon,Stasis,1,0,0,1,1,"Air Trigger, Headstone, Rimestealer","Collective Action, Eye of the Storm, Golden Tricorn Enhanced",9,1,799,Air Trigger+Collective Action | Air Trigger+Eye of the Storm | Air Trigger+Golden Tricorn Enhanced | Collective Action+Headstone | Collective Action+Rimestealer | Eye of the Storm+Headstone | Eye of the Storm+Rimestealer | Golden Tricorn Enhanced+Headstone | Golden Tricorn Enhanced+Rimestealer,496728945
84,Yesterday's Question,preferred,Hand Cannon,Arc,1,0,0,0,1,"Air Trigger, To the Pain","Headseeker, Moving Target, Zen Moment",4,1,337,Air Trigger+Headseeker | Air Trigger+Moving Target | Air Trigger+Zen Moment | Moving Target+To the Pain,2300143112
85,Archon's Thunder,preferred,Machine Gun,Stasis,1,0,0,0,1,"Air Trigger, Enlightened Action, High-Impact Reserves","Killing Tally, Onslaught, Rewind Rounds",8,1,293,Air Trigger+Killing Tally | Air Trigger+Onslaught | Air Trigger+Rewind Rounds | Enlightened Action+Killing Tally | Enlightened Action+Rewind Rounds | High-Impact Reserves+Killing Tally | High-Impact Reserves+Onslaught | High-Impact Reserves+Rewind Rounds,2896109856
86,Folded Root,preferred,Rocket Launcher,Void,1,0,0,0,1,"Air Trigger, Cluster Bomb, Lead From Light","Destabilizing Rounds, Lasting Impression, Multikill Clip",7,1,145,Air Trigger+Destabilizing Rounds | Air Trigger+Lasting Impression | Air Trigger+Multikill Clip | Cluster Bomb+Destabilizing Rounds | Cluster Bomb+Multikill Clip | Destabilizing Rounds+Lead From Light | Lead From Light+Multikill Clip,3184457500
87,Live Fire,preferred,Scout Rifle,Stasis,1,0,0,0,1,"Air Trigger, Heating Up, Perfect Float","No Distractions, Shoot to Loot, To the Pain",9,1,156,Air Trigger+No Distractions | Air Trigger+Shoot to Loot | Air Trigger+To the Pain | Heating Up+No Distractions | Heating Up+Shoot to Loot | Heating Up+To the Pain | No Distractions+Perfect Float | Perfect Float+Shoot to Loot | Perfect Float+To the Pain,3612142623
88,Bellowing Giant,preferred,Rocket Launcher,Void,1,0,1,0,1,"Air Trigger, Impromptu Ammunition, Overflow","Auto-Loading Holster, Bipod, Reaper's Tithe",8,1,128,Air Trigger+Auto-Loading Holster | Air Trigger+Reaper's Tithe | Auto-Loading Holster+Impromptu Ammunition | Auto-Loading Holster+Overflow | Bipod+Impromptu Ammunition | Bipod+Overflow | Impromptu Ammunition+Reaper's Tithe | Overflow+Reaper's Tithe,1889005379
89,Archon's Thunder,preferred,Machine Gun,Stasis,1,0,0,0,1,"Air Trigger, Dynamic Sway Reduction, Rimestealer","Rewind Rounds, Tap the Trigger, Target Lock",6,1,293,Air Trigger+Tap the Trigger | Air Trigger+Target Lock | Dynamic Sway Reduction+Rewind Rounds | Rewind Rounds+Rimestealer | Rimestealer+Tap the Trigger | Rimestealer+Target Lock,2896109856
90,Peculiar Charm,preferred,Submachine Gun,Kinetic,1,0,1,0,1,"Attrition Orbs, Impromptu Ammunition, Rangefinder","All-Star, Bewildering Burst, Desperado",9,1,210,All-Star+Attrition Orbs | All-Star+Impromptu Ammunition | All-Star+Rangefinder | Attrition Orbs+Bewildering Burst | Attrition Orbs+Desperado | Bewildering Burst+Impromptu Ammunition | Bewildering Burst+Rangefinder | Desperado+Impromptu Ammunition | Desperado+Rangefinder,3620277039
91,Reckless Endangerment,preferred,Shotgun,Kinetic,1,0,1,0,1,"Barrel Constrictor, Dual Loader, Perpetual Motion","All-Star, Offhand Strike, Snapshot Sights",9,1,291,All-Star+Barrel Constrictor | All-Star+Dual Loader | All-Star+Perpetual Motion | Barrel Constrictor+Offhand Strike | Barrel Constrictor+Snapshot Sights | Dual Loader+Offhand Strike | Dual Loader+Snapshot Sights | Offhand Strike+Perpetual Motion | Perpetual Motion+Snapshot Sights,3085559077
92,Malediction,preferred,Hand Cannon,Kinetic,1,0,1,0,1,"Enlightened Action, Sleight of Hand, To the Pain","All-Star, Explosive Payload, Redirection",8,1,363,All-Star+Enlightened Action | All-Star+Sleight of Hand | All-Star+To the Pain | Enlightened Action+Explosive Payload | Enlightened Action+Redirection | Explosive Payload+Sleight of Hand | Redirection+Sleight of Hand | Redirection+To the Pain,979721268
93,Praedyth's Revenge (Timelost),preferred,Sniper Rifle,Kinetic,0,1,0,1,0,"Bewildering Burst, Envious Arsenal, Fourth Time's the Charm","All-Star, Bait and Switch, Closing Time",9,1,420,All-Star+Bewildering Burst | All-Star+Envious Arsenal | All-Star+Fourth Time's the Charm | Bait and Switch+Bewildering Burst | Bait and Switch+Envious Arsenal | Bait and Switch+Fourth Time's the Charm | Bewildering Burst+Closing Time | Closing Time+Envious Arsenal | Closing Time+Fourth Time's the Charm,2362652544
94,Fatebringer (Timelost),preferred,Hand Cannon,Kinetic,0,1,0,1,0,"Explosive Payload, Kinetic Tremors, Opening Shot","All-Star, Binary Orbit, Magnificent Howl",9,1,329,All-Star+Explosive Payload | All-Star+Kinetic Tremors | All-Star+Opening Shot | Binary Orbit+Explosive Payload | Binary Orbit+Kinetic Tremors | Binary Orbit+Opening Shot | Explosive Payload+Magnificent Howl | Kinetic Tremors+Magnificent Howl | Magnificent Howl+Opening Shot,4219826183
95,Defiance of Yasmin (Harrowed),preferred,Sniper Rifle,Kinetic,0,1,0,1,0,"Firefly, Lead from Gold, Rewind Rounds","All-Star, Firing Line, Slickdraw",8,1,478,All-Star+Firefly | All-Star+Lead from Gold | All-Star+Rewind Rounds | Firefly+Firing Line | Firing Line+Lead from Gold | Firing Line+Rewind Rounds | Lead from Gold+Slickdraw | Rewind Rounds+Slickdraw,3503019618
96,Steelfeather Repeater,preferred,Auto Rifle,Kinetic,1,0,0,0,1,"Firmly Planted, Proximity Power, Slideways","All-Star, Ancillary Ordinance, Multikill Clip",9,1,257,All-Star+Firmly Planted | All-Star+Proximity Power | All-Star+Slideways | Ancillary Ordinance+Firmly Planted | Ancillary Ordinance+Proximity Power | Ancillary Ordinance+Slideways | Firmly Planted+Multikill Clip | Multikill Clip+Proximity Power | Multikill Clip+Slideways,771811870
97,Steelfeather Repeater,preferred,Auto Rifle,Kinetic,1,0,0,0,1,"Bewildering Burst, Grave Robber, Subsistence","All-Star, Ancillary Ordinance, Surrounded",8,1,257,All-Star+Grave Robber | All-Star+Subsistence | Ancillary Ordinance+Bewildering Burst | Ancillary Ordinance+Grave Robber | Ancillary Ordinance+Subsistence | Bewildering Burst+Surrounded | Grave Robber+Surrounded | Subsistence+Surrounded,771811870
98,Festival Flight,preferred,Grenade Launcher,Strand,1,0,0,0,1,"Ambitious Assassin, Blast Distributor, Envious Arsenal","Attrition Orbs, Binary Orbit, One for All",6,1,366,Ambitious Assassin+Attrition Orbs | Ambitious Assassin+Binary Orbit | Ambitious Assassin+One for All | Attrition Orbs+Blast Distributor | Attrition Orbs+Envious Arsenal | Blast Distributor+One for All,4019651319
99,Trinary System,preferred,Fusion Rifle,Solar,0,0,1,0,1,"Ambitious Assassin, Feeding Frenzy, Grave Robber","Backup Plan, High-Impact Reserves, Tap the Trigger",8,1,1281,Ambitious Assassin+Backup Plan | Ambitious Assassin+High-Impact Reserves | Ambitious Assassin+Tap the Trigger | Backup Plan+Feeding Frenzy | Backup Plan+Grave Robber | Feeding Frenzy+High-Impact Reserves | Feeding Frenzy+Tap the Trigger | Grave Robber+Tap the Trigger,3258665412
100,Afterlight (Adept),preferred,Fusion Rifle,Void,0,1,0,0,1,"Ambitious Assassin, Discord, Grave Robber","Cornered, Reservoir Burst, Successful Warm-Up",9,1,317,Ambitious Assassin+Cornered | Ambitious Assassin+Reservoir Burst | Ambitious Assassin+Successful Warm-Up | Cornered+Discord | Cornered+Grave Robber | Discord+Reservoir Burst | Discord+Successful Warm-Up | Grave Robber+Reservoir Burst | Grave Robber+Successful Warm-Up,3953163559
101,Imminence (Adept),preferred,Submachine Gun,Strand,0,1,0,1,0,"Ambitious Assassin, Dynamic Sway Reduction, Enlightened Action","Firefly, Paracausal Affinity, Target Lock",8,1,458,Ambitious Assassin+Firefly | Ambitious Assassin+Paracausal Affinity | Ambitious Assassin+Target Lock | Dynamic Sway Reduction+Firefly | Dynamic Sway Reduction+Paracausal Affinity | Enlightened Action+Firefly | Enlightened Action+Paracausal Affinity | Enlightened Action+Target Lock,3951511045
102,Volta Bracket,preferred,Sniper Rifle,Strand,1,0,0,1,1,"Ambitious Assassin, Firmly Planted, Lucky Shot","Firing Line, Mega Kill Clip, Rewind Rounds",8,1,617,Ambitious Assassin+Firing Line | Ambitious Assassin+Mega Kill Clip | Ambitious Assassin+Rewind Rounds | Firing Line+Firmly Planted | Firing Line+Lucky Shot | Firmly Planted+Rewind Rounds | Lucky Shot+Mega Kill Clip | Lucky Shot+Rewind Rounds,3920310144
103,Bite of the Fox,preferred,Sniper Rifle,Kinetic,1,0,0,0,1,"Firmly Planted, Hip-Fire Grip, Rapid Hit","Ambitious Assassin, Field Prep, Moving Target",9,1,301,Ambitious Assassin+Firmly Planted | Ambitious Assassin+Hip-Fire Grip | Ambitious Assassin+Rapid Hit | Field Prep+Firmly Planted | Field Prep+Hip-Fire Grip | Field Prep+Rapid Hit | Firmly Planted+Moving Target | Hip-Fire Grip+Moving Target | Moving Target+Rapid Hit,3169616514
104,Doomsday,preferred,Grenade Launcher,Arc,1,0,1,0,1,"Ambitious Assassin, Attrition Orbs, Auto-Loading Holster","Full Court, Jolting Feedback, Quickdraw",9,1,218,Ambitious Assassin+Full Court | Ambitious Assassin+Jolting Feedback | Ambitious Assassin+Quickdraw | Attrition Orbs+Full Court | Attrition Orbs+Jolting Feedback | Attrition Orbs+Quickdraw | Auto-Loading Holster+Full Court | Auto-Loading Holster+Jolting Feedback | Auto-Loading Holster+Quickdraw,713132408
105,Royal Entry,preferred,Rocket Launcher,Void,0,0,1,0,1,"Genesis, Pulse Monitor, Rangefinder","Ambitious Assassin, Chain Reaction, Clown Cartridge",9,1,674,Ambitious Assassin+Genesis | Ambitious Assassin+Pulse Monitor | Ambitious Assassin+Rangefinder | Chain Reaction+Genesis | Chain Reaction+Pulse Monitor | Chain Reaction+Rangefinder | Clown Cartridge+Genesis | Clown Cartridge+Pulse Monitor | Clown Cartridge+Rangefinder,2448907086
106,Cold Denial,preferred,Pulse Rifle,Kinetic,1,0,0,0,1,"Ambitious Assassin, Enlightened Action, Surplus","Desperado, Gutshot Straight, Headseeker",9,1,243,Ambitious Assassin+Desperado | Ambitious Assassin+Gutshot Straight | Ambitious Assassin+Headseeker | Desperado+Enlightened Action | Desperado+Surplus | Enlightened Action+Gutshot Straight | Enlightened Action+Headseeker | Gutshot Straight+Surplus | Headseeker+Surplus,558794124
107,A Distant Pull,preferred,Sniper Rifle,Stasis,1,0,0,1,1,"Ambitious Assassin, Ensemble, Tunnel Vision","Collective Action, Discord, Killing Wind",9,1,533,Ambitious Assassin+Collective Action | Ambitious Assassin+Discord | Ambitious Assassin+Killing Wind | Collective Action+Ensemble | Collective Action+Tunnel Vision | Discord+Ensemble | Discord+Tunnel Vision | Ensemble+Killing Wind | Killing Wind+Tunnel Vision,1769847435
